;Hyper_id;MAE_test;MSE_test;RMSE_test;MAPE_test;MPE_test;MAE_train;MSE_train;RMSE_train;MAPE_train;MPE_train;Window;Dropout Rate;Number of Neurons (each layer);Number of Epochs Filter Size;Batche Size;Prediction Window;Prediction Window
2;58;88.44740485;11477.87922;99.88210118;25.27182613;5.442624008;42.9427235;3486.133882;56.3767687;12.96765803;2.403853687;1;0.3;100;10;100;20;10
3;28;93.65837599;14023.32149;102.7147089;25.15279747;22.76326967;48.49777946;3889.854637;60.51311145;16.2622005;-2.718114636;15;0.1;100;10;8;70;30
0;44;83.47011256;9316.365285;90.72385721;20.92641715;20.74676597;43.8402183;3608.593276;59.16121511;12.02709019;9.331433667;5;0.6;100;50;9;50;1
1;7;84.39315133;9419.436276;94.94581444;23.95925643;23.95925643;63.93571942;8862.860294;75.16442209;19.06251751;13.88576364;40;0.7;20;20;20;40;5
2;53;91.00303482;10111.24575;98.07601257;25.34095075;25.34095075;54.52663617;5711.797601;69.59972848;15.24017619;11.2964966;2;0.6;90;100;90;80;10
3;17;104.954435;15840.68324;112.0275877;25.53513744;25.35888474;61.53190018;7868.190931;85.41939252;16.6290786;12.23109111;3;0.5;20;100;50;100;30
0;51;75.41153987;8633.180693;82.60629813;21.15123388;19.71451545;58.77653166;7496.934273;73.39541338;16.92861251;13.0078865;10;0.5;30;30;80;50;1
1;30;99.44213392;14007.9672;105.521805;23.96026329;20.07534695;62.26639338;8648.884339;88.70259123;16.21428655;8.175632233;3;0.4;20;30;10;90;5
2;17;104.1939579;13351.08881;111.2097382;26.80251608;26.77726787;57.666441;7068.466693;78.89050548;15.19753608;11.90512163;3;0.5;20;100;50;100;10
3;53;102.365272;14130.70367;112.5576958;26.33004726;26.15901051;54.32782524;5272.333285;70.73488417;15.50674872;9.357454174;2;0.6;90;100;90;80;30
0;2;83.39793318;9080.888489;90.54067836;22.11088752;8.829163956;40.01422831;2585.257249;49.79386601;12.1305533;4.228933191;3;0.3;80;50;9;100;1
1;72;99.33145094;13782.20304;105.3863471;24.21655774;18.85940238;70.51196973;10770.97146;95.77850002;18.91717977;4.924013668;5;0.7;20;10;10;30;5
2;71;108.1953423;15553.8213;113.9051545;26.95830887;25.51439792;61.508077;7981.002255;85.11611983;16.73885238;11.75446148;3;0.7;90;20;20;60;10
3;45;106.4095123;15840.54691;114.34084;27.17123185;26.68231195;57.24195766;5883.999124;74.23467623;16.38007443;10.74099255;5;0.7;50;70;30;70;30
0;7;89.67059104;11094.57953;96.63743731;26.69303317;25.70247067;51.65973844;5165.582617;61.15768909;16.01550259;10.37985319;40;0.7;20;20;20;40;1
1;50;85.56854982;11136.56992;93.42593202;24.46489494;24.02823199;47.53460195;4199.068236;60.12698974;15.0370473;11.81043672;15;0.7;100;10;20;70;5
2;51;101.0682854;13223.64118;109.6926918;27.14467291;26.40547097;62.29418764;8779.458292;84.26270393;17.14064867;13.51042184;10;0.5;30;30;80;50;10
3;72;121.7470763;20631.0916;127.0252206;29.71187759;21.69260297;71.89066863;10966.8473;99.24821844;19.48565912;7.148489767;5;0.7;20;10;10;30;30
0;30;123.2118328;21567.20357;128.5104948;29.25296674;28.19468172;61.31115417;7711.8055;87.29683084;16.06205478;11.86860453;3;0.4;20;30;10;90;1
1;76;98.98768271;13815.5283;104.9918359;24.47334294;24.04504658;61.28488038;7718.946134;85.15220363;17.08595198;12.04164636;4;0.4;20;30;15;80;5
2;7;112.3332179;19061.41961;119.8110934;28.0893281;27.84958775;45.53812783;3803.220198;59.15576836;14.21972763;10.24363846;40;0.7;20;20;20;40;10
3;30;121.8174874;20660.93093;128.5184729;29.71533452;28.0315112;68.70276121;9653.691991;93.7966395;18.4414926;12.61627726;3;0.4;20;30;10;90;30
0;72;123.743217;19934.06344;130.3808885;30.59775802;25.13046899;75.24847703;12775.23317;106.0956298;19.34529633;10.85598189;5;0.7;20;10;10;30;1
1;84;84.52790687;12230.79643;98.08195833;26.19504431;-2.856123895;16.9930576;1003.251843;24.22484882;4.900037714;1.805584555;30;0.1;30;100;35;30;5
2;54;112.5839713;16000.20765;119.4216913;28.67809158;28.64829342;44.08009265;3395.306949;55.4825508;13.06460731;10.1392454;20;0.7;40;50;35;60;10
3;51;113.1044378;18320.59064;121.4000942;29.98439233;28.02826019;51.73957599;4212.538697;62.20171459;16.01236663;9.210546863;10;0.5;30;30;80;50;30
0;50;107.1640006;13112.75382;111.8401989;30.67731518;30.66177274;70.13521831;8595.665115;80.93534457;21.03334272;15.77695083;15;0.7;100;10;20;70;1
1;51;103.5840414;13763.34321;109.8216905;26.58414423;24.67276299;49.26266933;4434.247486;61.30180904;14.08799927;9.1440983;10;0.5;30;30;80;50;5
2;30;118.7368357;19070.3184;123.7869997;29.06129807;26.44252482;63.0949159;8082.245682;88.39556051;16.71581108;12.49122098;3;0.4;20;30;10;90;10
3;76;123.8617955;19507.45485;129.713596;31.24823792;31.24823792;50.52192185;4609.489702;66.3152873;14.92289216;9.499623155;4;0.4;20;30;15;80;30
0;19;125.0136892;19630.28188;130.6137904;31.75902043;19.25340461;73.8904309;11351.64875;102.0894554;19.85842564;6.103640927;3;0.7;20;30;10;80;1
1;19;111.009729;16527.58745;117.5730588;27.24771459;21.16250514;80.6013588;14635.72874;111.8043118;21.02196255;8.051369302;3;0.7;20;30;10;80;5
2;28;103.8811071;13500.12826;113.0133893;29.18857941;29.18857941;48.42382718;3593.812109;59.57409993;15.92949602;7.713524629;15;0.1;100;10;8;70;10
3;7;114.1231651;20550.31084;121.9570131;32.93835451;31.0642;63.32319684;6389.617924;75.05810374;21.55426568;10.34253003;40;0.7;20;20;20;40;30
0;45;130.6724694;23904.44063;136.4068412;31.81968482;31.6923909;81.42804326;13963.35236;114.2577794;20.38353308;19.75783708;5;0.7;50;70;30;70;1
1;44;108.6041622;14897.03181;115.3352684;27.6515705;27.06064375;57.07317599;5824.701444;75.80270461;15.6435985;13.86670893;5;0.6;100;50;9;50;5
2;19;123.0234862;19697.40593;128.8711639;30.33927024;25.29273717;77.37217725;13305.62679;108.4032989;19.87318715;11.70538887;3;0.7;20;30;10;80;10
3;19;132.0486213;22602.16636;136.5616237;33.21703581;20.02679843;69.94950791;9663.579631;94.87062974;19.71115381;3.720048596;3;0.7;20;30;10;80;30
0;95;93.96606974;22340.11184;108.3440628;32.84742596;-15.96052576;11.54647003;329.2337052;15.75307152;3.419247312;-0.221142282;30;0.4;200;500;50;60;1
1;45;113.4212639;15518.04016;119.0412558;29.45247923;29.38329077;71.54442291;10744.5046;97.0584064;18.64611997;17.90411914;5;0.7;50;70;30;70;5
2;72;127.1277312;22900.48119;132.9784902;30.51094536;26.72097272;76.7567339;12533.85061;106.7792153;20.07971691;10.14573915;5;0.7;20;10;10;30;10
3;16;129.4041727;30116.47654;140.7627728;33.58998248;2.34460475;250.139073;196123.8281;299.2496324;72.21765134;-64.04701997;30;0.1;40;10;35;100;30
0;71;133.3437084;22850.77604;138.3231661;33.01617933;32.86297012;70.94803678;9790.418418;97.01866886;18.79550298;15.6934537;3;0.7;90;20;20;60;1
1;71;123.0814751;18295.81877;127.7991149;31.40490582;31.3066848;78.70104118;12720.49185;103.8381093;20.49727635;18.40019878;3;0.7;90;20;20;60;5
2;50;113.8198599;15732.80317;118.9576481;30.89940747;30.85562903;53.90291634;5323.322452;69.84756036;17.21480339;11.21720357;15;0.7;100;10;20;70;10
3;71;143.8383571;28750.57669;149.0981159;34.85986514;34.75247667;71.17523701;9458.21367;94.96992698;20.24200625;16.46322017;3;0.7;90;20;20;60;30
0;54;136.377995;20452.86315;140.105882;36.67252355;36.67252355;61.32400452;5645.256791;74.13990393;18.5451164;17.73082527;20;0.7;40;50;35;60;1
1;54;118.6670059;17263.70741;124.0562781;31.80403773;31.6866885;58.42841826;5915.7378;71.49784921;17.50244557;15.25565188;20;0.7;40;50;35;60;5
2;45;120.6734381;17042.71005;125.9346624;32.13333004;32.13333004;67.76985309;7931.773618;85.84233855;18.97020848;17.56844604;5;0.7;50;70;30;70;10
3;54;140.113269;24791.5553;145.5894623;36.11852034;36.10141743;60.14057732;6031.610928;75.55872158;17.96320572;15.87154181;20;0.7;40;50;35;60;30
0;16;127.1832376;20817.0215;137.3912371;38.98841666;-25.22041287;157.1674232;70631.9917;181.492228;45.79558676;-43.06217655;30;0.1;40;10;35;100;1
1;20;202.9469562;67740.51763;207.3047531;49.97788773;-33.22283093;276.2638047;128262.4138;339.7806456;79.73757953;-72.59295124;20;0.3;200;10;40;70;5
2;20;141.5237095;33516.89749;149.3411138;33.98386627;-21.46126836;215.202609;69272.55126;252.0384287;65.83431401;-62.32794427;20;0.3;200;10;40;70;10
3;50;175.0131222;33992.73651;179.2975802;48.83975478;48.83975478;86.67798261;10785.97816;100.5222279;27.27521094;25.70133864;15;0.7;100;10;20;70;30
0;20;140.9333478;34882.20376;145.9616772;40.04521055;-37.92311122;274.1724463;154147.5402;331.3752141;76.58000341;-76.25882899;20;0.3;200;10;40;70;1
1;16;268.648021;112985.9924;280.085917;80.94544409;-80.94544409;263.2280124;106431.3984;294.8901667;81.65441789;-81.12713591;30;0.1;40;10;35;100;5
2;16;211.4312065;84764.63657;221.5378462;52.62207147;-33.29222008;216.6837216;96477.60619;270.1327756;63.20587119;-59.08508275;30;0.1;40;10;35;100;10
3;20;231.990691;61625.16787;240.2800351;64.37158027;8.157675834;243.2536958;104963.1561;292.0687361;73.06042942;-55.38363307;20;0.3;200;10;40;70;30
