Hyper_id,MAE_test,MSE_test,RMSE_test,MAPE_test,MPE_test,MAE_train,MSE_train,RMSE_train,MAPE_train,MPE_train,Window,Dropout Rate,Number of Kernels,Number of Epochs Filter Size,Batche Size,Prediction Window
0,34.34752522786458,1520.048962454455,38.98780530440839,8.245484485203376,7.163901520788819,35.18667856000956,2020.5731954951732,44.950786372378104,11.759215341096231,0.8953936803667533,2,0.4,90,170,7,30,5
0,34.74234802246094,1688.584677028785,41.09239196041994,8.391620724197283,7.840573088102257,35.88470359387259,2129.8446696918004,46.1502401910521,11.83631530196175,1.684602386272924,2,0.4,90,170,7,30,5
0,38.65141367594401,1912.2622152207884,43.72942047661721,9.304589127704427,8.958598197899608,34.578516914654976,1932.3604298682358,43.958621792183564,11.464575066819291,1.965866199092435,2,0.4,90,170,7,30,5
0,25.37305196126302,868.2688098257755,29.46640137216921,6.373575565271645,-2.4456739134221506,37.70856978923207,2575.137084165131,50.74580853789927,12.259685346667501,2.402020090423101,2,0.4,90,170,7,30,5
0,26.5406889851888,972.547259710694,31.18568998291835,6.578222679843574,-5.413803565981777,40.41516825783701,2995.811638424708,54.73400806102827,12.584572997224896,2.86948644869083,2,0.4,90,170,7,30,5
0,29.73741241455078,1338.7195615687885,36.58851679924712,7.457902288968015,-6.800582148331208,41.7613123363032,2977.9882184454195,54.57094665154178,13.019842403723628,1.9034089735416606,2,0.4,90,170,7,30,5
0,31.456173502604166,1599.363471576775,39.99204260320764,8.091707729441017,-6.147742616655682,39.71069862653022,2761.8768302110984,52.55356153688443,12.222541623985363,2.394445725457654,2,0.4,90,170,7,30,5
0,80.01919723510743,8712.98302192687,93.34336088831851,21.27460930266714,16.738854621069724,45.434823174257154,3500.5123387346753,59.16512772516151,13.669976201562056,1.7350310039235843,2,0.4,90,170,7,30,5
0,140.17668762207032,21202.85304063376,145.6119948377666,36.27848035575078,36.27848035575078,41.54930151137348,2857.8621578058937,53.458976400655985,12.329153667460387,5.37682763129513,2,0.4,90,170,7,30,5
0,67.51763646443685,5781.935964566563,76.0390423701309,18.75363756587685,12.385841872280972,45.81157922465432,3767.687978997533,61.38149541187094,12.716088466866676,4.848498349189261,2,0.4,90,170,7,30,5
0,62.838043111165355,6290.964609392019,79.31560129881144,18.19920178289132,8.613516845774368,49.2146633706831,4436.274691123334,66.60536533285689,13.022261020589337,8.61053635400821,2,0.4,90,170,7,30,5
0,54.304414113362625,5825.90900045161,76.32764244002044,16.088481007729648,4.002627686017184,42.16492310847199,3278.5327312987256,57.25847300879343,11.192401189530795,7.878079719478602,2,0.4,90,170,7,30,5
0,41.35509180704753,4162.089572662921,64.5142586771554,12.412176158881833,4.519551883484358,46.81480220012585,4129.744752137714,64.26309012285135,11.63193867245257,8.12226366018078,2,0.4,90,170,7,30,5
0,25.39061696370442,1768.1527223144485,42.049408108966865,8.57445920965251,1.7360987859177377,44.775210015843605,3534.2993124455375,59.44997319129368,11.574805097997068,6.144947564123394,2,0.4,90,170,7,30,5
0,9.726444244384762,120.77038468579526,10.989557984095415,4.005666932403616,-1.011208053930458,49.229166166552936,4155.587405892846,64.46384572683239,12.505809802442574,6.117906698950761,2,0.4,90,170,7,30,5
0,15.707208862304686,320.9431260357033,17.914885599291537,6.792121276397796,-6.396461881197056,48.66356457825983,4040.4993864867206,63.56492261056188,12.419902893718076,2.9053885063098988,2,0.4,90,170,7,30,5
0,13.541984710693363,478.70558266004895,21.87934145855512,5.333126903711227,2.7815558502934064,46.281865791097346,4055.5131713789337,63.682911140893474,11.983403864120582,3.411404034001132,2,0.4,90,170,7,30,5
0,26.825233764648434,950.6375970849272,30.832411470479034,11.343010481236803,-8.025865298004762,44.08504593980861,3422.723288165579,58.50404505814601,11.494840826564658,0.29484655627334044,2,0.4,90,170,7,30,5
