Hyper_id,MAE_test,MSE_test,RMSE_test,MAPE_test,MPE_test,MAE_train,MSE_train,RMSE_train,MAPE_train,MPE_train,Window,Dropout Rate,Number of Kernels,Number of Epochs Filter Size,Batche Size,Prediction Window
0,103.96407796223959,13865.907467560502,117.75358791799297,24.478959518783746,23.69745336188768,22.74709206321023,928.1668143930247,30.465830275786423,7.888739911749582,-1.7592887916226079,40,0.2,80,120,7,70,1
0,99.81480845133463,13218.02027106629,114.96964934740947,23.61556513640347,23.541185170428925,25.25694333856756,1162.1006556683753,34.089597470025595,8.611870991378845,-4.722055224683201,40,0.2,80,120,7,70,1
0,112.1847635904948,17891.822406466978,133.7603170094441,27.124811396132486,27.092016789743145,20.30355267611417,766.338692987167,27.682823067511865,6.990076484521354,-1.9848788145174445,40,0.2,80,120,7,70,1
0,88.2198068745931,9042.711537404592,95.09317292742203,23.521487321842304,23.521487321842304,20.11580229325728,786.485598895963,28.04435057005177,6.651074877352796,-0.8571059114373822,40,0.2,80,120,7,70,1
0,81.70942423502605,8953.534861549933,94.62312012161686,23.079460081764125,23.079460081764125,21.322024133855646,835.9435438566137,28.912688284845007,6.976818874176735,-1.3584292124456385,40,0.2,80,120,7,70,1
0,45.469460347493495,3285.715409400278,57.32116022378017,13.502396857022129,13.502396857022129,25.6272122816606,1222.7420933019728,34.96772931292469,8.35554564743247,-6.238740890507233,40,0.2,80,120,7,70,1
0,39.3007426961263,1936.1502452118127,44.001707298828904,13.240536196433403,12.809990108134011,26.788391356034712,1098.150683010333,33.138356673352604,8.882412930390398,-6.8510419978238115,40,0.2,80,120,7,70,1
0,53.28059468587241,5015.129718832225,70.81758057736953,17.60570728148476,17.593649284404496,23.307579706365413,906.9240602149282,30.115179896771796,7.285000413906135,-1.2187243840434296,40,0.2,80,120,7,70,1
0,19.763037465413408,833.9707812055275,28.878552269903135,7.279218555282077,7.137732248444244,27.443211212158207,1337.7694574805205,36.57553085712524,8.065199551066167,-1.847412471984327,40,0.2,80,120,7,70,1
0,13.45534474690755,255.36568737408737,15.98016543638042,5.605522746176239,0.20301233678323896,21.9898466907848,877.0403204512231,29.614866544545208,6.483594594298686,-0.36078287307765694,40,0.2,80,120,7,70,1
